,J1,J2,J3,J4,J5,J6
1951,-2.340942144393921,-1.3509210348129272,-2.074805974960327,0.02142155170440674,1.7333124876022339,-0.12001627683639526
1952,-2.3409512042999268,-1.3512134552001953,-2.0748445987701416,0.0224306583404541,1.733134150505066,-0.11968600749969482
1953,-2.3409595489501953,-1.3515052795410156,-2.074883222579956,0.02343916893005371,1.732954740524292,-0.11935558915138245
1954,-2.340967893600464,-1.3517967462539673,-2.0749213695526123,0.024446606636047363,1.732775330543518,-0.11902536451816559
1955,-2.340975761413574,-1.3520874977111816,-2.0749599933624268,0.025453805923461914,1.7325950860977173,-0.11869514733552933
1956,-2.3409831523895264,-1.3523776531219482,-2.074998140335083,0.026459932327270508,1.7324141263961792,-0.11836490035057068
1957,-2.3409903049468994,-1.3526674509048462,-2.0750362873077393,0.027465462684631348,1.7322328090667725,-0.118034727871418
1958,-2.3409969806671143,-1.3529565334320068,-2.0750744342803955,0.028470516204833984,1.7320507764816284,-0.1177045926451683
1959,-2.341003656387329,-1.3532450199127197,-2.0751121044158936,0.029474258422851562,1.7318685054779053,-0.11737452447414398
1960,-2.3410096168518066,-1.3535330295562744,-2.0751497745513916,0.030477285385131836,1.7316854000091553,-0.11704445630311966
1961,-2.341015577316284,-1.353820562362671,-2.0751874446868896,0.03148007392883301,1.7315020561218262,-0.11671454459428787
1962,-2.3410205841064453,-1.35410737991333,-2.0752251148223877,0.03248190879821777,1.731317400932312,-0.11638443171977997
1963,-2.3410255908966064,-1.3543936014175415,-2.0752623081207275,0.03348267078399658,1.7311327457427979,-0.11605452746152878
1964,-2.3410303592681885,-1.3546794652938843,-2.0752995014190674,0.03448283672332764,1.7309476137161255,-0.11572466790676117
1965,-2.3410346508026123,-1.3549647331237793,-2.0753366947174072,0.03548264503479004,1.7307617664337158,-0.11539481580257416
1966,-2.341038703918457,-1.3552494049072266,-2.075373888015747,0.036481380462646484,1.730575442314148,-0.11506505310535431
1967,-2.3410422801971436,-1.3555333614349365,-2.075411081314087,0.03747963905334473,1.7303884029388428,-0.11473531275987625
1968,-2.341045618057251,-1.355817198753357,-2.0754477977752686,0.038477301597595215,1.7302008867263794,-0.11440563201904297
1969,-2.3410484790802,-1.3561002016067505,-2.07548451423645,0.039473891258239746,1.7300126552581787,-0.11407595872879028
1970,-2.3410513401031494,-1.3563827276229858,-2.075521230697632,0.04046976566314697,1.7298245429992676,-0.11374644935131073
1971,-2.3410534858703613,-1.3566646575927734,-2.0755579471588135,0.04146528244018555,1.7296351194381714,-0.11341683566570282
1972,-2.3410556316375732,-1.3569461107254028,-2.075594186782837,0.04245960712432861,1.7294456958770752,-0.11308746784925461
1973,-2.341057062149048,-1.357226848602295,-2.0756304264068604,0.043453216552734375,1.729255199432373,-0.11275798082351685
1974,-2.3410582542419434,-1.357507348060608,-2.075666666030884,0.044446587562561035,1.7290644645690918,-0.11242861300706863
1975,-2.3410592079162598,-1.3577871322631836,-2.0757029056549072,0.04543900489807129,1.7288730144500732,-0.112099289894104
1976,-2.341059923171997,-1.358066439628601,-2.0757386684417725,0.04643046855926514,1.7286814451217651,-0.11177010834217072
1977,-2.341059923171997,-1.3583451509475708,-2.075774908065796,0.047421813011169434,1.728488564491272,-0.11144080013036728
1978,-2.341060161590576,-1.3586233854293823,-2.075810670852661,0.04841196537017822,1.728296160697937,-0.11111177504062653
1979,-2.341059446334839,-1.358901023864746,-2.075845956802368,0.049401044845581055,1.7281023263931274,-0.11078263819217682
1980,-2.3410589694976807,-1.3591781854629517,-2.0758817195892334,0.05039012432098389,1.7279084920883179,-0.11045365780591965
1981,-2.341057777404785,-1.359454870223999,-2.0759174823760986,0.051378488540649414,1.727713704109192,-0.11012469232082367
1982,-2.3410563468933105,-1.3597310781478882,-2.0759527683258057,0.05236613750457764,1.7275185585021973,-0.10979581624269485
1983,-2.3410544395446777,-1.3600064516067505,-2.0759880542755127,0.0533524751663208,1.7273228168487549,-0.10946699231863022
1984,-2.341052293777466,-1.3602814674377441,-2.0760233402252197,0.054338693618774414,1.7271264791488647,-0.10913820564746857
1985,-2.341050148010254,-1.3605561256408691,-2.0760581493377686,0.05532383918762207,1.7269299030303955,-0.10880956798791885
1986,-2.3410472869873047,-1.3608301877975464,-2.0760929584503174,0.05630838871002197,1.726732611656189,-0.10848092287778854
1987,-2.3410444259643555,-1.3611036539077759,-2.076127767562866,0.05729234218597412,1.7265348434448242,-0.108152374625206
1988,-2.341040849685669,-1.3613765239715576,-2.076162576675415,0.058275461196899414,1.7263363599777222,-0.10782387852668762
1989,-2.3410370349884033,-1.3616489171981812,-2.076197385787964,0.059258103370666504,1.726137399673462,-0.10749547183513641
1990,-2.3410329818725586,-1.361920952796936,-2.0762317180633545,0.06023991107940674,1.7259379625320435,-0.1071670651435852
1991,-2.3410286903381348,-1.3621923923492432,-2.0762665271759033,0.06122136116027832,1.7257380485534668,-0.10683885961771011
1992,-2.3410239219665527,-1.3624634742736816,-2.0763003826141357,0.062201499938964844,1.7255374193191528,-0.10651065409183502
1993,-2.3410189151763916,-1.3627336025238037,-2.0763347148895264,0.06318116188049316,1.7253363132476807,-0.1061825081706047
1994,-2.3410134315490723,-1.3630033731460571,-2.076369047164917,0.06416022777557373,1.7251346111297607,-0.10585443675518036
1995,-2.341007947921753,-1.363273024559021,-2.0764029026031494,0.06513869762420654,1.7249326705932617,-0.10552652180194855
1996,-2.3410019874572754,-1.363541841506958,-2.076436758041382,0.0661163330078125,1.7247298955917358,-0.10519859939813614
1997,-2.3409957885742188,-1.3638101816177368,-2.0764706134796143,0.06709349155426025,1.7245270013809204,-0.10487082600593567
1998,-2.340988874435425,-1.364078164100647,-2.0765044689178467,0.06807005405426025,1.7243229150772095,-0.10454302281141281
1999,-2.34098219871521,-1.3643455505371094,-2.076537847518921,0.0690455436706543,1.724118947982788,-0.10421542078256607
2000,-2.340974807739258,-1.364612340927124,-2.076571226119995,0.07002019882202148,1.7239140272140503,-0.10388778895139694
2001,-2.3409671783447266,-1.3648784160614014,-2.0766050815582275,0.07099461555480957,1.7237087488174438,-0.10356035083532333
2002,-2.3409595489501953,-1.3651443719863892,-2.0766384601593018,0.0719684362411499,1.7235031127929688,-0.10323293507099152
2003,-2.3409512042999268,-1.3654097318649292,-2.0766713619232178,0.07294118404388428,1.7232965230941772,-0.10290560126304626
2004,-2.340942621231079,-1.365674614906311,-2.076704263687134,0.07391321659088135,1.723089575767517,-0.10257832705974579
2005,-2.3409337997436523,-1.3659387826919556,-2.076737642288208,0.07488501071929932,1.7228823900222778,-0.10225120186805725
2006,-2.3409247398376465,-1.3662028312683105,-2.076770067214966,0.07585573196411133,1.7226743698120117,-0.10192412883043289
2007,-2.3409152030944824,-1.3664661645889282,-2.07680344581604,0.07682645320892334,1.7224658727645874,-0.1015971377491951
2008,-2.3409054279327393,-1.3667289018630981,-2.076835870742798,0.07779562473297119,1.7222568988800049,-0.10127022862434387
2009,-2.340895414352417,-1.366991400718689,-2.0768682956695557,0.07876431941986084,1.7220474481582642,-0.10094344615936279
2010,-2.3408851623535156,-1.367253303527832,-2.0769007205963135,0.07973265647888184,1.7218376398086548,-0.10061678290367126
2011,-2.340874433517456,-1.367514729499817,-2.0769331455230713,0.08070003986358643,1.721627116203308,-0.10029016435146332
2012,-2.3408632278442383,-1.367775559425354,-2.076965570449829,0.08166706562042236,1.7214157581329346,-0.09996356070041656
2013,-2.3408522605895996,-1.368036150932312,-2.0769975185394287,0.0826331377029419,1.7212046384811401,-0.0996372252702713
2014,-2.3408403396606445,-1.3682959079742432,-2.0770299434661865,0.08359885215759277,1.7209923267364502,-0.09931083768606186
2015,-2.3408286571502686,-1.3685554265975952,-2.077061891555786,0.08456385135650635,1.7207797765731812,-0.09898459911346436
2016,-2.3408162593841553,-1.3688143491744995,-2.0770938396453857,0.08552801609039307,1.7205663919448853,-0.09865840524435043
2017,-2.340803861618042,-1.3690729141235352,-2.0771257877349854,0.08649182319641113,1.7203530073165894,-0.09833240509033203
2018,-2.3407909870147705,-1.369330883026123,-2.0771572589874268,0.08745455741882324,1.7201387882232666,-0.09800641983747482
2019,-2.340777635574341,-1.3695884943008423,-2.077188730239868,0.0884166955947876,1.719923973083496,-0.09768053144216537
2020,-2.340764284133911,-1.3698453903198242,-2.0772202014923096,0.08937811851501465,1.719708800315857,-0.09735478460788727
2021,-2.3407506942749023,-1.3701021671295166,-2.077251672744751,0.09033942222595215,1.7194932699203491,-0.09702912718057632
2022,-2.3407363891601562,-1.3703582286834717,-2.0772831439971924,0.09129977226257324,1.719276785850525,-0.09670353680849075
2023,-2.3407223224639893,-1.3706138134002686,-2.077314615249634,0.09225964546203613,1.7190604209899902,-0.09637818485498428
2024,-2.340707540512085,-1.3708690404891968,-2.077345132827759,0.09321820735931396,1.7188429832458496,-0.09605272859334946
2025,-2.3406925201416016,-1.3711237907409668,-2.0773766040802,0.0941770076751709,1.7186251878738403,-0.09572748839855194
2026,-2.340677499771118,-1.3713780641555786,-2.077407121658325,0.09513413906097412,1.718407154083252,-0.09540240466594696
2027,-2.3406620025634766,-1.3716317415237427,-2.0774381160736084,0.0960913896560669,1.7181884050369263,-0.09507732838392258
2028,-2.3406460285186768,-1.371885061264038,-2.0774691104888916,0.09704804420471191,1.7179689407348633,-0.09475240111351013
2029,-2.340630054473877,-1.3721379041671753,-2.0774996280670166,0.09800374507904053,1.7177492380142212,-0.09442757070064545
2030,-2.340613603591919,-1.3723903894424438,-2.0775296688079834,0.09895861148834229,1.717529058456421,-0.09410285949707031
2031,-2.3405966758728027,-1.372642159461975,-2.0775601863861084,0.09991300106048584,1.7173079252243042,-0.09377819299697876
2032,-2.3405799865722656,-1.3728936910629272,-2.0775907039642334,0.10086691379547119,1.7170872688293457,-0.0934537947177887
2033,-2.340562582015991,-1.3731447458267212,-2.0776207447052,0.10182011127471924,1.7168651819229126,-0.09312936663627625
2034,-2.3405449390411377,-1.3733950853347778,-2.077651262283325,0.10277283191680908,1.7166427373886108,-0.09280508011579514
2035,-2.340527057647705,-1.373645305633545,-2.077680826187134,0.10372447967529297,1.7164199352264404,-0.09248094260692596
2036,-2.3405089378356934,-1.3738948106765747,-2.0777108669281006,0.10467565059661865,1.716196894645691,-0.09215684980154037
2037,-2.3404903411865234,-1.3741439580917358,-2.0777409076690674,0.10562646389007568,1.715972900390625,-0.09183289110660553
2038,-2.3404717445373535,-1.3743928670883179,-2.077770471572876,0.10657656192779541,1.71574866771698,-0.0915091335773468
2039,-2.3404529094696045,-1.3746411800384521,-2.0778000354766846,0.10752606391906738,1.7155240774154663,-0.09118544310331345
2040,-2.3404335975646973,-1.3748891353607178,-2.077829599380493,0.1084749698638916,1.7152987718582153,-0.09086185693740845
2041,-2.340414047241211,-1.3751362562179565,-2.0778591632843018,0.10942280292510986,1.7150729894638062,-0.09053841233253479
2042,-2.3403940200805664,-1.3753832578659058,-2.077888250350952,0.11037003993988037,1.7148467302322388,-0.0902150422334671
2043,-2.340373992919922,-1.3756296634674072,-2.0779178142547607,0.11131715774536133,1.7146199941635132,-0.08989181369543076
2044,-2.340353488922119,-1.37587571144104,-2.077946901321411,0.11226344108581543,1.7143926620483398,-0.08956869691610336
